Name,Address,City,State,Dave Score,Community Score,Score Diffrence,Number of Reviews,Url,Date
Mellow Mushroom,11770 Haynes Bridge Rd, Alpharetta, GA,6.10,6.90,0.8,8,https://onebite.app/restaurant/mellow-mushroom-alpharetta-ga-33f75a52,1/30/2019
Fellini's Pizza,1991 Howell Mill Rd NW, Atlanta, GA,7.20,7.40,0.20,34,https://onebite.app/restaurant/fellinis-pizza-atlanta-ga-e141110c,1/29/2019
Antico Pizza Napoletana,1093 Hemphill Ave NW, Atlanta, GA,8.30,8.30,0.00,338,https://onebite.app/restaurant/antico-pizza-napoletana-atlanta-ga-70f25d67,1/28/2019
Enzo Bruni La Pizza Gourmet,353 W 14th St, New York, NY,7.60,7.80,0.20,20,https://onebite.app/restaurant/enzo-bruni-la-pizza-gourmet-new-york-ny-a604a0a0,1/24/2019
Dani's House of Pizza,81-28 Lefferts Blvd, Queens, NY,7.40,7.70,0.30,97,https://onebite.app/restaurant/danis-house-of-pizza-queens-ny-29e94949,1/23/2019
Woodpecker Pizza Bar & Grill by David Burke,30 W 30th St, New York, NY,7.40,7.80,0.4,6,https://onebite.app/restaurant/woodpecker-pizza-bar-and-grill-by-david-burke-new-york-ny-ad9610f4,1/22/2019
Costco Wholesale,20 Bridewell Pl, Clifton, NJ,1.90,5.10,3.20,43,https://onebite.app/restaurant/costco-wholesale-clifton-nj-c1679782,1/21/2019
Santillo's Brick Oven Pizza,639 S Broad St, Elizabeth, NJ,8.30,8.30,0.00,390,https://onebite.app/restaurant/santillos-brick-oven-pizza-elizabeth-nj-2ad85fb3,1/18/2019
Friendly Gourmet Pizza,59 Nassau St, New York, NY,4.80,6.10,1.30,17,https://onebite.app/restaurant/friendly-gourmet-pizza-new-york-ny-615a6db0,1/17/2019
Upside Pizza,598 8th Ave, New York, NY,7.40,7.30,-0.10,150,https://onebite.app/restaurant/upside-pizza-new-york-ny-b2f3b6dd,1/16/2019
Santucci's Original Square Pizza,901 S 10th St, Philadelphia, PA,7.50,7.80,0.30,131,https://onebite.app/restaurant/santuccis-original-square-pizza-philadelphia-pa-e8f36672,1/15/2019
Lorenzo and Sons Pizza,305 South St, Philadelphia, PA,6.50,6.60,0.10,122,https://onebite.app/restaurant/lorenzo-and-sons-pizza-philadelphia-pa-42bcb1f1,1/14/2019
Il Piccolo Bufalo,141 Mulberry St, New York, NY,7.40,7.30,-0.10,13,https://onebite.app/restaurant/il-piccolo-bufalo-new-york-ny-17088570,1/10/2019
Made In New York Pizza,421 Amsterdam Ave, New York, NY,7.90,7.80,-0.10,146,https://onebite.app/restaurant/made-in-new-york-pizza-new-york-ny-66a064cd,1/9/2019
Mama Rosa Pizza and Pasta,332 Union Ave, Rutherford, NJ,6.60,6.60,0.00,24,https://onebite.app/restaurant/mama-rosa-pizza-and-pasta-rutherford-nj-2f771616,1/8/2019
Capone's Pizza Bar,318 E Main St, Branford, CT,7.8,8.3,0.5,15,https://onebite.app/restaurant/capones-pizza-bar-branford-ct-c7f59bc8,#N/A
Bill's Downtown Pizzeria Kitchen + Grille,14 Main St, Hopkinton, MA,6.40,6.40,0.00,16,https://onebite.app/restaurant/bills-downtown-pizzeria-kitchen-grille-hopkinton-ma-46a84701,1/7/2019
Da Gennaro,129 Mulberry St, New York, NY,6.20,6.90,0.7,10,https://onebite.app/restaurant/da-gennaro-new-york-ny-e6d4fcd2,1/3/2019
Steve's Pizza,12101 Biscayne Blvd, Miami, FL,6.90,7.00,0.10,30,https://onebite.app/restaurant/steves-pizza-miami-fl-86bd5efb,1/2/2019
Lucali,1930 Bay Rd, Miami Beach, FL,8.10,8.60,0.50,171,https://onebite.app/restaurant/lucali-miami-beach-fl-c82ac442,12/28/2018
Mister O1 Extraordinary Pizza,1680 Michigan Ave, Miami Beach, FL,8.90,8.50,-0.40,333,https://onebite.app/restaurant/mister-o1-extraordinary-pizza-miami-beach-fl-57e78ef5,12/26/2018
Riko's Pizza,886 Hope St, Stamford, CT,8.20,7.80,-0.40,84,https://onebite.app/restaurant/rikos-pizza-stamford-ct-3adcb45e,12/21/2018
Colony Grill - Stamford,172 Myrtle Ave, Stamford, CT,8.40,8.00,-0.40,225,https://onebite.app/restaurant/colony-grill-stamford-stamford-ct-72572c11,12/20/2018
Johnny Pepperoni,219 11th St, Hoboken, NJ,7.60,7.90,0.30,33,https://onebite.app/restaurant/johnny-pepperoni-hoboken-nj-44ceee14,12/18/2018
Macchina,365 3rd Ave, New York, NY,7.60,7.80,0.20,14,https://onebite.app/restaurant/macchina-new-york-ny-25ec4571,12/17/2018
Brooklyn's Homeslice Pizza,567 Vanderbilt Ave, Brooklyn, NY,7.40,7.50,0.10,34,https://onebite.app/restaurant/brooklyns-homeslice-pizza-brooklyn-ny-ea5a07df,12/14/2018
Da Nonna Rosa,140 7th Ave, Brooklyn, NY,7.50,6.70,-0.80,37,https://onebite.app/restaurant/da-nonna-rosa-brooklyn-ny-11b04516,12/13/2018
Marta,29 E 29th St, New York, NY,7.10,7.80,0.70,24,https://onebite.app/restaurant/marta-new-york-ny-ca8e4020,12/12/2018
Mario's Classic Pizza,742 Garden St, Hoboken, NJ,7.20,7.50,0.30,37,https://onebite.app/restaurant/marios-classic-pizza-hoboken-nj-fb79d421,12/11/2018
BAR,254 Crown St, New Haven, CT,7.40,8.00,0.60,282,https://onebite.app/restaurant/bar-new-haven-ct-28fe49e1,12/6/2018
Sally's Apizza,237 Wooster St, New Haven, CT,9.20,8.80,-0.40,1896,https://onebite.app/restaurant/sallys-apizza-new-haven-ct-3b6dab16,12/5/2018
Frank Pepe Pizzeria Napoletana,157 Wooster St, New Haven, CT,8.50,8.50,0.00,1361,https://onebite.app/restaurant/frank-pepe-pizzeria-napoletana-new-haven-ct-f6be6139,12/4/2018
Modern Apizza,874 State St, New Haven, CT,8.80,8.60,-0.20,1007,https://onebite.app/restaurant/modern-apizza-new-haven-ct-762d496a,12/3/2018
Tony Boloney's Hoboken,263 1st St, Hoboken, NJ,6.80,7.10,0.30,52,https://onebite.app/restaurant/tony-boloneys-hoboken-hoboken-nj-7f42d23f,11/30/2018
Serafina Italian Restaurant Broadway,210 W 55th St, New York, NY,7.30,7.70,0.40,15,https://onebite.app/restaurant/serafina-italian-restaurant-broadway-new-york-ny-d7b420c1,11/29/2018
GoreMade Pizza,936 N 4th St, Columbus, OH,7.40,7.60,0.20,134,https://onebite.app/restaurant/goremade-pizza-columbus-oh-b7e2c120,11/27/2018
Margherita NYC,197 Grand St, New York, NY,7.40,7.50,0.1,9,https://onebite.app/restaurant/margherita-nyc-new-york-ny-837ee7ad,11/26/2018
Eataly,800 Boylston St, Boston, MA,6.70,7.30,0.60,44,https://onebite.app/restaurant/eataly-boston-ma-11d58ec4,11/23/2018
Palermo's 95th Italian Cuisine,4849 95th St, Oak Lawn, IL,6.80,8.30,1.50,49,https://onebite.app/restaurant/palermos-95th-italian-cuisine-oak-lawn-il-25d9ec63,11/21/2018
Armands Pizzeria,7650 W North Ave, Elmwood Park, IL,7.10,7.60,0.50,25,https://onebite.app/restaurant/armands-pizzeria-elmwood-park-il-317e1daf,11/20/2018
Geo's Pizza Inc,2849 N Harlem Ave, Chicago, IL,7.10,7.40,0.30,18,https://onebite.app/restaurant/geos-pizza-inc-chicago-il-ada3371d,11/19/2018
Basile's Pizza,89 Washington St, Hoboken, NJ,8.10,7.80,-0.30,210,https://onebite.app/restaurant/basiles-pizza-hoboken-nj-136cca2b,11/15/2018
Dona Bella Pizzeria,154 Church St, New York, NY,7.20,6.90,-0.30,37,https://onebite.app/restaurant/dona-bella-pizzeria-new-york-ny-b58a0e9f,11/13/2018
Stage Door Pizzeria,26 Vesey St, New York, NY,7.40,7.00,-0.40,84,https://onebite.app/restaurant/stage-door-pizzeria-new-york-ny-55c3e8b6,11/12/2018
Nicoletta Pizzeria,218 Lafayette St, New York, NY,8.10,7.70,-0.40,10,https://onebite.app/restaurant/nicoletta-pizzeria-new-york-ny-fb00275d,11/9/2018
Pasquale Jones,187 Mulberry St, New York, NY,7.30,7.90,0.60,20,https://onebite.app/restaurant/pasquale-jones-new-york-ny-2931f6bf,11/6/2018
Pasquale Jones,187 Mulberry St, New York, NY,7.30,7.90,0.60,20,https://onebite.app/restaurant/pasquale-jones-new-york-ny-2931f6bf,11/6/2018
10th Avenue Pizza & Cafe,256 10th Ave, New York, NY,6.90,6.70,-0.20,11,https://onebite.app/restaurant/10th-avenue-pizza-and-cafe-new-york-ny-3f82223b,11/1/2018
10th Avenue Pizza & Cafe,256 10th Ave, New York, NY,6.90,6.70,-0.20,11,https://onebite.app/restaurant/10th-avenue-pizza-and-cafe-new-york-ny-3f82223b,11/1/2018
Joe's Pizza,150 E 14th St, New York, NY,8.30,8.00,-0.30,324,https://onebite.app/restaurant/joes-pizza-new-york-ny-3a197178,10/30/2018
Motorino Pizza,349 E 12th St, New York, NY,7.60,8.00,0.40,22,https://onebite.app/restaurant/motorino-pizza-new-york-ny-29283ee6,10/29/2018
Biggie’s Pizza Jax Beach,311 3rd St N, Jacksonville Beach, FL,5.10,6.90,1.80,83,https://onebite.app/restaurant/biggies-pizza-jax-beach-jacksonville-beach-fl-e3bae08d,10/26/2018
Felcaro Pizzeria,280 Cambridge St, Boston, MA,5.20,6.30,1.10,19,https://onebite.app/restaurant/felcaro-pizzeria-boston-ma-7804eb53,10/24/2018
FLORINA Pizzeria & Paninoteca,16 Derne St, Boston, MA,8.20,8.00,-0.20,125,https://onebite.app/restaurant/florina-pizzeria-and-paninoteca-boston-ma-0a338eac,10/23/2018
Lombardi's,290 8th Ave, New York, NY,8.10,7.70,-0.40,52,https://onebite.app/restaurant/lombardis-new-york-ny-dfa7d401,10/22/2018
Lucali,575 Henry St, Brooklyn, NY,9.30,9.10,-0.20,363,https://onebite.app/restaurant/lucali-brooklyn-ny-935522fd,10/19/2018
Famous Ben's Pizza,177 Spring St, New York, NY,8.10,7.40,-0.70,129,https://onebite.app/restaurant/famous-bens-pizza-new-york-ny-b5777ba9,10/18/2018
Sal's Pizzeria,544 Lorimer St, Brooklyn, NY,6.70,7.00,0.30,24,https://onebite.app/restaurant/sals-pizzeria-brooklyn-ny-030cd6b9,10/17/2018
Neapolitan Express,512 7th Ave, New York, NY,7.20,7.10,-0.10,20,https://onebite.app/restaurant/neapolitan-express-new-york-ny-ef436da9,10/16/2018
Pizza House,618 Church St, Ann Arbor, MI,6.80,6.70,-0.10,40,https://onebite.app/restaurant/pizza-house-ann-arbor-mi-7bba2157,10/15/2018
The Back Room,605 Church St, Ann Arbor, MI,1.20,4.50,3.3,12,https://onebite.app/restaurant/the-back-room-ann-arbor-mi-8e1936f2,10/12/2018
Vesta Wood-Fired,64 Hoboken Rd, East Rutherford, NJ,7.20,7.10,-0.10,28,https://onebite.app/restaurant/vesta-woodfired-east-rutherford-nj-61ca3d65,10/11/2018
Frankie Boy's Pizza,1367 Broadway, New York, NY,4.80,6.30,1.50,42,https://onebite.app/restaurant/frankie-boys-pizza-new-york-ny-b4333602,10/10/2018
Pazzo's Pizza Pub,385 S Limestone, Lexington, KY,6.50,7.00,0.50,14,https://onebite.app/restaurant/pazzos-pizza-pub-lexington-ky-87bf6b1d,10/9/2018
Sabatino’s,513 Valley St, Maplewood, NJ,7.8,8.2,0.4,14,https://onebite.app/restaurant/sabatinos-maplewood-nj-fa0627e5,#N/A
PieTana,210 Rosemont Garden, Lexington, KY,6.10,6.90,0.80,15,https://onebite.app/restaurant/pietana-lexington-ky-250836c7,10/5/2018
"Pies & Pints - Lexington, KY",401 W Main St, Lexington, KY,7.80,7.70,-0.10,95,https://onebite.app/restaurant/pies-and-pints-lexington-ky-lexington-ky-fb2e87dc,10/4/2018
BRAVO PIZZA,257 Park Ave S, New York, NY,4.20,5.70,1.50,32,https://onebite.app/restaurant/bravo-pizza-new-york-ny-2ceb7201,10/3/2018
800 Degrees Woodfired Kitchen,1 E 33rd St, New York, NY,5.80,7.90,2.1,6,https://onebite.app/restaurant/800-degrees-woodfired-kitchen-new-york-ny-57cb65bb,10/2/2018
1000 Degrees Pizza,45 Court St, Boston, MA,6.80,4.70,-2.1,12,https://onebite.app/restaurant/1000-degrees-pizza-boston-ma-b173e1ee,10/1/2018
Pie Pie Pizza,924 Columbus Ave, New York, NY,7.30,6.90,-0.40,22,https://onebite.app/restaurant/pie-pie-pizza-new-york-ny-9fb7c883,9/28/2018
Big Slice of New York Pizza,146 5th Ave, New York, NY,4.10,5.30,1.2,9,https://onebite.app/restaurant/big-slice-of-new-york-pizza-new-york-ny-43e52c53,9/27/2018
Slice of new york,727 8th Ave, New York, NY,4.10,4.00,-0.1,15,https://onebite.app/restaurant/slice-of-new-york-new-york-ny-55349c5c,9/25/2018
Slice of new york,727 8th Ave, New York, NY,4.10,4.00,-0.1,15,https://onebite.app/restaurant/slice-of-new-york-new-york-ny-55349c5c,9/25/2018
Little Italy Pizzeria and Deli,50 Fulton St, New York, NY,6.30,6.50,0.20,52,https://onebite.app/restaurant/little-italy-pizzeria-and-deli-new-york-ny-32c48e8a,9/24/2018
Mama's Pizzeria,941 Amsterdam Ave, New York, NY,6.90,6.80,-0.1,9,https://onebite.app/restaurant/mamas-pizzeria-new-york-ny-0a3e63bf,9/21/2018
Mama's Pizzeria,941 Amsterdam Ave, New York, NY,6.90,6.80,-0.1,9,https://onebite.app/restaurant/mamas-pizzeria-new-york-ny-0a3e63bf,9/21/2018
Broadway Pizza,2709 Broadway, New York, NY,6.20,6.10,-0.1,11,https://onebite.app/restaurant/broadway-pizza-new-york-ny-8bb75a3a,9/19/2018
The New Park Tavern,250 Park Ave, East Rutherford, NJ,7.80,7.60,-0.20,68,https://onebite.app/restaurant/the-new-park-tavern-east-rutherford-nj-25d128a3,9/17/2018
Pizza Pete's,528 Columbus Ave, New York, NY,7.20,7.10,-0.10,52,https://onebite.app/restaurant/pizza-petes-new-york-ny-ab6fd790,9/13/2018
SFILAPIZZA,866 9th Ave, New York, NY,7.70,7.00,-0.7,8,https://onebite.app/restaurant/sfilapizza-new-york-ny-48583042,9/12/2018
Brooklyn Pizza Masters,1055 1st Ave., New York, NY,8.50,8.00,-0.50,167,https://onebite.app/restaurant/brooklyn-pizza-masters-new-york-ny-09085461,9/11/2018
Kinchley's Tavern,586 Franklin Turnpike, Ramsey, NJ,7.50,7.90,0.40,214,https://onebite.app/restaurant/kinchleys-tavern-ramsey-nj-5e2299de,9/10/2018
Pomodoro Pizza,51 Spring St, New York, NY,4.20,6.40,2.20,12,https://onebite.app/restaurant/pomodoro-pizza-new-york-ny-579b7ecf,9/7/2018
Alla Pala,200 5th Ave, New York, NY,7.40,7.60,0.20,17,https://onebite.app/restaurant/alla-pala-new-york-ny-aaceea94,9/6/2018
Jiannetto's,101 E 47th St, New York, NY,8.10,8.20,0.10,14,https://onebite.app/restaurant/jiannettos-new-york-ny-dfec57b9,9/5/2018
Georgio's on Division,11 W Division St, Chicago, IL,1.10,3.30,2.2,12,https://onebite.app/restaurant/georgios-on-division-chicago-il-94258594,9/1/2018
Emporio,231 Mott St, New York, NY,7.10,7.60,0.5,6,https://onebite.app/restaurant/emporio-new-york-ny-6c24f485,8/30/2018
GATO,324 Lafayette St, New York, NY,8.30,7.50,-0.8,7,https://onebite.app/restaurant/gato-new-york-ny-68f61c4d,8/29/2018
GATO,324 Lafayette St, New York, NY,8.30,7.50,-0.8,7,https://onebite.app/restaurant/gato-new-york-ny-68f61c4d,8/29/2018
Roey's,1 Perry St, New York, NY,7.40,8.10,0.70,10,https://onebite.app/restaurant/roeys-new-york-ny-8ea4b101,8/28/2018
Mama Mia's,185 Ballston Ave, Saratoga Springs, NY,7.40,7.10,-0.30,26,https://onebite.app/restaurant/mama-mias-saratoga-springs-ny-52263499,8/27/2018
Caputo's Pizzeria,Home Depot Plz, Saratoga Springs, NY,8.10,7.70,-0.40,84,https://onebite.app/restaurant/caputos-pizzeria-saratoga-springs-ny-0cdbf718,8/24/2018
Freddie & Pepper's,303 Amsterdam Ave, New York, NY,8.10,7.60,-0.50,170,https://onebite.app/restaurant/freddie-and-peppers-new-york-ny-3a58a72f,8/16/2018
Ciao Bella,257 7th Ave, New York, NY,6.40,6.50,0.10,15,https://onebite.app/restaurant/ciao-bella-new-york-ny-cf4a4871,8/13/2018
Village Pizza,65 8th Ave, New York, NY,6.90,7.10,0.20,22,https://onebite.app/restaurant/village-pizza-new-york-ny-bb7c3fd3,8/9/2018
Not Ray's Pizza,694 Fulton St, Brooklyn, NY,6.60,6.30,-0.30,18,https://onebite.app/restaurant/not-rays-pizza-brooklyn-ny-de36d8b5,8/8/2018
Pequod's Pizza,2207 N Clybourn Ave, Chicago, IL,7.40,7.90,0.50,310,https://onebite.app/restaurant/pequods-pizza-chicago-il-900387e3,8/7/2018
Lou Malnati's Pizzeria,1120 N State St, Chicago, IL,8.20,7.90,-0.30,294,https://onebite.app/restaurant/lou-malnatis-pizzeria-chicago-il-874c10b4,8/6/2018
Gino's East,162 E Superior St, Chicago, IL,6.20,7.10,0.90,65,https://onebite.app/restaurant/ginos-east-chicago-il-ec25474e,8/3/2018
Giordano's,730 N Rush St, Chicago, IL,8.40,8.00,-0.40,377,https://onebite.app/restaurant/giordanos-chicago-il-f9648f5b,8/2/2018
La Trattoria Pizza,844 2nd Ave, New York, NY,6.80,6.70,-0.10,21,https://onebite.app/restaurant/la-trattoria-pizza-new-york-ny-84b0686e,8/1/2018
Primavera Pizza & Pasta,1005 2nd Ave, New York, NY,6.70,6.50,-0.20,11,https://onebite.app/restaurant/primavera-pizza-and-pasta-new-york-ny-4e8bc278,7/31/2018
Rocco's Pizzeria,79 Beach Rd, Tisbury, MA,6.90,7.40,0.5,9,https://onebite.app/restaurant/roccos-pizzeria-tisbury-ma-2b61217c,7/27/2018
Slice of Edgartown,18 Dock St, Edgartown, MA,3.80,4.30,0.5,13,https://onebite.app/restaurant/slice-of-edgartown-edgartown-ma-91e5ae6f,7/26/2018
Slice of Edgartown,18 Dock St, Edgartown, MA,3.80,4.30,0.5,13,https://onebite.app/restaurant/slice-of-edgartown-edgartown-ma-91e5ae6f,7/26/2018
Chilmark General Store,7 State Rd, Chilmark, MA,6.60,6.80,0.2,8,https://onebite.app/restaurant/chilmark-general-store-chilmark-ma-b8b2bbef,7/24/2018
"Giordano's Restaurant, Inc",18 Lake Ave, Oak Bluffs, MA,6.80,7.10,0.30,48,https://onebite.app/restaurant/giordanos-restaurant-inc-oak-bluffs-ma-e3cf02db,7/23/2018
Baldie's Pizza & Subs,78 Main St, Lakeville, MA,6.20,7.10,0.90,10,https://onebite.app/restaurant/baldies-pizza-and-subs-lakeville-ma-0805ff69,7/18/2018
Muse Pizza,44 Surfside Rd, Nantucket, MA,5.90,6.60,0.7,6,https://onebite.app/restaurant/muse-pizza-nantucket-ma-bc5085e3,7/18/2018
Muse Pizza,44 Surfside Rd, Nantucket, MA,5.90,6.60,0.7,6,https://onebite.app/restaurant/muse-pizza-nantucket-ma-bc5085e3,7/18/2018
Moto Pizza Sandwich,8 Merchants Rd, Sandwich, MA,6.20,7.40,1.20,19,https://onebite.app/restaurant/moto-pizza-sandwich-sandwich-ma-6a8f0e88,7/13/2018
Joey's Pizzeria,197 Lower County Rd, Dennis, MA,7.30,7.00,-0.30,27,https://onebite.app/restaurant/joeys-pizzeria-dennis-ma-69b2d019,7/11/2018
Sophie T's Pizza,7 Daves St, Nantucket, MA,7.20,7.30,0.10,13,https://onebite.app/restaurant/sophie-ts-pizza-nantucket-ma-3d0c9956,7/9/2018
Bonanno's New York Pizzeria,3900 S Las Vegas Blvd, Las Vegas, NV,3.2,4.9,1.7,20,https://onebite.app/restaurant/bonannos-new-york-pizzeria-las-vegas-nv-f24736a3,#N/A
Oath Pizza,1140 3rd Ave, New York, NY,6.50,6.30,-0.20,18,https://onebite.app/restaurant/oath-pizza-new-york-ny-d710f46c,7/9/2018
PQR: Pizza Quadrata Romana,1631 2nd Ave, New York, NY,6.10,7.00,0.90,21,https://onebite.app/restaurant/pqr-pizza-quadrata-romana-new-york-ny-5412b55e,6/28/2018
PQR: Pizza Quadrata Romana,1631 2nd Ave, New York, NY,6.10,7.00,0.90,21,https://onebite.app/restaurant/pqr-pizza-quadrata-romana-new-york-ny-5412b55e,6/28/2018
Vinnie's Pizzeria,1603 2nd Ave, New York, NY,7.10,7.10,0.00,47,https://onebite.app/restaurant/vinnies-pizzeria-new-york-ny-26e19029,6/28/2018
Marinara,985 1st Ave., New York, NY,7.30,7.40,0.10,52,https://onebite.app/restaurant/marinara-new-york-ny-c4ff1cfe,6/27/2018
SIMÒ PIZZA - MEATPACKING,90-92 Gansevoort St, New York, NY,6.80,7.10,0.30,12,https://onebite.app/restaurant/simo-pizza-meatpacking-new-york-ny-7f1119d5,6/26/2018
Cafe Crust,850 County Rd 39, Southampton, NY,7.20,7.00,-0.20,15,https://onebite.app/restaurant/cafe-crust-southampton-ny-4b5949dd,6/19/2018
Cafe Crust,850 County Rd 39, Southampton, NY,7.20,7.00,-0.20,15,https://onebite.app/restaurant/cafe-crust-southampton-ny-4b5949dd,6/19/2018
Francesca's,9 Ponquogue Ave, Hampton Bays, NY,6.30,7.50,1.20,18,https://onebite.app/restaurant/francescas-hampton-bays-ny-c84819bf,6/19/2018
Prova Pizzabar,89 E 42nd St, New York, NY,7.40,6.50,-0.90,89,https://onebite.app/restaurant/prova-pizzabar-new-york-ny-64df2ff8,6/19/2018
Pepe Giallo,195 10th Ave, New York, NY,7.70,7.60,-0.10,10,https://onebite.app/restaurant/pepe-giallo-new-york-ny-fad8a9b2,6/13/2018
Corner Slice - Gotham West Market,600 11th Ave, New York, NY,7.20,7.20,0.00,62,https://onebite.app/restaurant/corner-slice-gotham-west-market-new-york-ny-f06bf4af,6/11/2018
Mani in Pasta,14 E 37th St, New York, NY,6.90,6.90,0,9,https://onebite.app/restaurant/mani-in-pasta-new-york-ny-9091c6b9,6/7/2018
Zero Otto Nove,15 W 21st St, New York, NY,7.20,7.30,0.1,9,https://onebite.app/restaurant/zero-otto-nove-new-york-ny-2d92d6fa,6/5/2018
La Margarita,168 Ludlow St, New York, NY,8.00,7.50,-0.50,56,https://onebite.app/restaurant/la-margarita-new-york-ny-5050c801,5/31/2018
Frank's Trattoria,371 1st Ave., New York, NY,7.80,7.70,-0.10,23,https://onebite.app/restaurant/franks-trattoria-new-york-ny-8ef8ab5b,5/23/2018
Little Vincent's Pizza,329 New York Ave, Huntington, NY,6.80,7.50,0.70,95,https://onebite.app/restaurant/little-vincents-pizza-huntington-ny-88d7b2f3,5/22/2018
Louie's Pizza Restaurant,118 Main St, Woburn, MA,7.50,7.90,0.40,72,https://onebite.app/restaurant/louies-pizza-restaurant-woburn-ma-ad69b55c,5/18/2018
Rina's Pizzeria & Cafe,371 Hanover St, Boston, MA,6.70,6.70,0.00,78,https://onebite.app/restaurant/rinas-pizzeria-and-cafe-boston-ma-2aafb668,5/16/2018
Galleria Umberto,289 Hanover St, Boston, MA,6.60,7.90,1.30,107,https://onebite.app/restaurant/galleria-umberto-boston-ma-3bdbeb0c,5/15/2018
Ducali Pizzeria & Bar,289 Causeway St, Boston, MA,7.70,7.50,-0.20,58,https://onebite.app/restaurant/ducali-pizzeria-and-bar-boston-ma-5d2f3ea7,5/14/2018
Lions & Tigers & Squares Detroit Pizza,268 W 23rd St, New York, NY,7.10,7.40,0.30,94,https://onebite.app/restaurant/lions-and-tigers-and-squares-detroit-pizza-new-york-ny-b9792eef,5/11/2018
Famous Amadeus Pizza,408 8th Ave, New York, NY,5.70,6.20,0.50,24,https://onebite.app/restaurant/famous-amadeus-pizza-new-york-ny-5255f079,5/10/2018
Follia,179 3rd Ave, New York, NY,7.20,7.20,0.00,10,https://onebite.app/restaurant/follia-new-york-ny-3a5335d6,5/8/2018
L'Industrie Pizzeria,254 S 2nd St, Brooklyn, NY,7.90,8.40,0.50,250,https://onebite.app/restaurant/lindustrie-pizzeria-brooklyn-ny-d1523480,5/7/2018
Joe & Pat’s NYC,168 1st Ave., New York, NY,8.40,8.60,0.20,209,https://onebite.app/restaurant/joe-and-pats-nyc-new-york-ny-f4cf32a9,5/1/2018
Emmett's,50 MacDougal St, New York, NY,7.80,8.10,0.30,51,https://onebite.app/restaurant/emmetts-new-york-ny-2632c691,4/27/2018
Goodfella's,4029 Hylan Blvd, Staten Island, NY,6.80,7.60,0.80,23,https://onebite.app/restaurant/goodfellas-staten-island-ny-0cf3c86a,4/24/2018
Lee's Tavern,60 Hancock St, Staten Island, NY,7.90,8.30,0.40,109,https://onebite.app/restaurant/lees-tavern-staten-island-ny-fb94c628,4/23/2018
Benny Tudino's,622 Washington St, Hoboken, NJ,6.80,6.80,0.00,66,https://onebite.app/restaurant/benny-tudinos-hoboken-nj-e3851c02,4/18/2018
Napoli's Pizza,1118 Washington St, Hoboken, NJ,7.40,7.70,0.30,79,https://onebite.app/restaurant/napolis-pizza-hoboken-nj-d9d9c71e,4/17/2018
Hawthorne's New York Pizza and Bar 7th Street,1701 E 7th St, Charlotte, NC,6.40,6.60,0.20,42,https://onebite.app/restaurant/hawthornes-new-york-pizza-and-bar-7th-street-charlotte-nc-ab5a8cc1,4/13/2018
42nd Street Pizza,647 W 42nd St, New York, NY,5.40,5.80,0.4,12,https://onebite.app/restaurant/42nd-street-pizza-new-york-ny-2d426ae4,4/11/2018
Best Pizza,33 Havemeyer St, Brooklyn, NY,9.10,8.50,-0.60,591,https://onebite.app/restaurant/best-pizza-brooklyn-ny-a14176ab,4/10/2018
Ralph's Pizzeria,564 Franklin Ave, Nutley, NJ,8.90,8.20,-0.70,623,https://onebite.app/restaurant/ralphs-pizzeria-nutley-nj-2eaa739b,4/6/2018
Posto NYC Thin Crust Pizza,310 2nd Ave, New York, NY,6.80,7.20,0.40,16,https://onebite.app/restaurant/posto-nyc-thin-crust-pizza-new-york-ny-0b7e3d21,4/5/2018
Julian's Italian Pizzeria & Kitchen,6462 N New Braunfels Ave, San Antonio, TX,7.90,7.50,-0.40,115,https://onebite.app/restaurant/julians-italian-pizzeria-and-kitchen-san-antonio-tx-28217633,4/1/2018
Big Lou's Pizza,2048 S WW White Rd, San Antonio, TX,4.80,6.20,1.40,23,https://onebite.app/restaurant/big-lous-pizza-san-antonio-tx-c927191c,3/31/2018
Pizzarita's - Rio Plaza,245 E Commerce St, San Antonio, TX,5.50,5.90,0.40,12,https://onebite.app/restaurant/pizzaritas-rio-plaza-san-antonio-tx-67e86480,3/30/2018
Martina,198 E 11th St, New York, NY,7.90,7.80,-0.1,5,https://onebite.app/restaurant/martina-new-york-ny-a595d5ea,3/29/2018
Patzeria Perfect Pizza,231 W 46th St, New York, NY,5.00,6.40,1.40,34,https://onebite.app/restaurant/patzeria-perfect-pizza-new-york-ny-5ed6d46c,3/27/2018
L'Amico,849 6th Ave, New York, NY,7.20,7.70,0.5,10,https://onebite.app/restaurant/lamico-new-york-ny-f4416d96,3/26/2018
Bonanno's NY Pizzeria - MGM Food Court,3799 S Las Vegas Blvd, Las Vegas, NV,3.20,5.40,2.20,58,https://onebite.app/restaurant/bonannos-ny-pizzeria-mgm-food-court-las-vegas-nv-cdbb4e28,3/24/2018
Il Mattone,450 Hudson St, New York, NY,7.90,7.50,-0.40,17,https://onebite.app/restaurant/il-mattone-new-york-ny-5c362d5f,3/23/2018
Bravo Pizza,360 7th Ave, New York, NY,8.30,7.60,-0.70,286,https://onebite.app/restaurant/bravo-pizza-new-york-ny-cb19010d,3/18/2018
Ovest Pizzoteca,513 W 27th St, New York, NY,6.90,7.70,0.80,12,https://onebite.app/restaurant/ovest-pizzoteca-new-york-ny-29f84787,3/15/2018
